Date,kW1diff,kW1Hrs,kW2diff,kW2Hrs,kW3diff,kW3Hrs,kW4diff,kW4Hrs,kW5diff,kW5Hrs,kW6diff,kW6Hrs,kW7diff,kW7Hrs,kW8diff,kW8Hrs,kW9diff,kW9Hrs,kW10diff,kW10Hrs,kW11diff,kW11Hrs,kW12diff,kW12Hrs,kW13diff,kW13Hrs,kW14diff,kW14Hrs,kW15diff,kW15Hrs,kW16diff,kW16Hrs
2014-01-01,4.0,1.25,-11.599999999999994,0.75,5.799999999999997,0.75,35.8,1.0,-0.20000000000000284,1.75,8.400000000000006,0.5,8.599999999999994,3.25,9.200000000000003,0.75,-2.5999999999999943,1.75,-39.2,0.75,3.200000000000003,4.75,-19.400000000000006,0.5,-5.399999999999999,4.0,8.200000000000003,1.0,-9.399999999999999,0.75,3.1999999999999957,0.25
2014-01-02,6.399999999999999,0.75,38.6,3.0,7.200000000000003,2.0,10.799999999999997,1.0,12.799999999999997,1.5,54.80000000000001,2.25,-60.000000000000014,1.0,15.200000000000003,0.5,-45.599999999999994,0.5,-8.800000000000011,3.5,5.200000000000003,1.25,-17.200000000000003,0.5,8.400000000000006,2.75,-11.400000000000006,0.75,-14.599999999999994,2.0,2.6000000000000014,0.5
2014-01-03,-5.599999999999994,0.5,2.1999999999999957,2.75,39.4,0.5,2.200000000000003,2.25,9.799999999999997,1.0,8.600000000000009,2.5,14.400000000000006,1.75,-12.000000000000014,0.5,-36.599999999999994,0.75,18.599999999999994,4.75,-6.200000000000003,1.5,-6.3999999999999915,1.5,-7.200000000000003,0.5,-22.4,1.0,-12.0,1.75,4.399999999999999,0.25
2014-01-04,-0.3999999999999986,1.75,9.200000000000003,1.25,9.599999999999994,0.75,6.0,0.5,10.799999999999997,0.75,4.200000000000003,1.0,8.200000000000003,1.5,7.599999999999994,0.75,-31.599999999999994,1.5,-11.200000000000003,2.75,-3.5999999999999943,1.25,-11.800000000000004,0.75,15.600000000000001,2.25,-9.600000000000001,3.75,-1.1999999999999957,2.25,-3.200000000000003,1.0
2014-01-05,5.399999999999999,1.25,20.200000000000003,2.5,6.599999999999994,2.25,-3.1999999999999886,2.25,7.199999999999989,1.25,-19.799999999999997,0.5,-1.7999999999999972,1.75,-5.200000000000003,3.25,-6.0,0.5,7.200000000000003,0.75,11.400000000000006,0.5,2.799999999999997,0.5,-5.400000000000006,1.25,-13.799999999999997,3.5,0.6000000000000014,1.25,-1.6000000000000014,0.5
2014-01-06,2.0,0.75,33.4,3.0,-3.799999999999997,2.0,9.400000000000006,1.5,-3.6000000000000085,1.25,-7.799999999999997,1.75,18.400000000000006,1.0,-16.0,0.5,-14.600000000000009,0.75,-5.200000000000003,1.25,3.200000000000003,1.0,3.799999999999997,0.5,2.6000000000000085,2.0,-16.0,0.5,-6.400000000000006,5.75,2.0,0.25
2014-01-07,37.2,3.75,0.19999999999998863,2.5,2.200000000000003,0.75,-7.3999999999999915,1.0,9.199999999999989,0.5,9.800000000000011,1.0,1.5999999999999943,0.75,-36.599999999999994,2.25,-2.200000000000003,0.75,3.3999999999999915,1.25,-5.799999999999997,1.0,6.200000000000003,0.75,3.200000000000003,1.0,-14.799999999999997,0.5,-6.800000000000004,5.75,1.7999999999999972,0.25
2014-01-08,37.4,3.75,55.39999999999999,2.5,23.0,1.25,7.600000000000023,0.75,21.19999999999999,0.75,-18.19999999999999,1.75,12.199999999999989,0.5,-16.80000000000001,0.5,-28.19999999999999,0.75,-9.400000000000006,0.75,11.800000000000011,0.75,-10.599999999999994,2.5,-33.20000000000002,1.0,-30.0,2.0,-17.199999999999996,2.25,-3.0,2.0
2014-01-09,44.00000000000001,3.75,-0.6000000000000085,2.25,12.0,0.75,30.799999999999997,0.5,39.20000000000002,0.5,16.599999999999994,1.0,16.19999999999999,3.75,-28.400000000000006,0.5,18.80000000000001,1.75,-28.19999999999999,0.5,-23.600000000000023,1.0,-42.19999999999999,1.25,-34.0,1.75,-22.0,2.5,-5.0,1.5,1.3999999999999986,0.5
2014-01-10,42.599999999999994,3.75,3.200000000000003,2.25,45.0,0.75,16.599999999999994,0.5,17.599999999999994,0.5,11.600000000000023,1.0,14.399999999999977,1.75,-16.399999999999977,0.5,24.0,1.75,-18.600000000000023,0.5,-32.19999999999999,2.0,-17.19999999999999,1.0,-41.80000000000001,1.25,-23.0,1.5,-22.6,2.75,-7.199999999999996,2.0
2014-01-11,17.0,3.75,24.599999999999994,2.5,-7.3999999999999915,0.5,-5.200000000000003,2.0,18.400000000000006,0.5,-21.60000000000001,0.5,6.6000000000000085,2.25,-12.800000000000011,2.5,-0.7999999999999972,2.25,-8.0,1.5,8.200000000000003,0.5,-9.200000000000003,2.0,-2.3999999999999915,0.75,4.799999999999997,1.25,-9.200000000000003,0.5,8.0,0.5
2014-01-12,7.799999999999997,2.75,13.0,1.0,6.400000000000006,2.5,0.7999999999999972,0.75,-6.200000000000003,1.0,2.0,1.0,-20.799999999999997,1.0,5.200000000000003,4.5,6.799999999999997,1.0,-3.5999999999999943,0.5,7.3999999999999915,1.0,4.0,0.75,-2.0,0.75,-10.399999999999991,1.75,-5.800000000000004,3.0,-1.0,0.5
2014-01-13,40.4,3.75,26.19999999999999,2.5,26.600000000000023,1.0,14.0,0.75,19.19999999999999,1.25,-6.800000000000011,1.75,14.200000000000017,2.5,-7.599999999999994,1.5,-22.80000000000001,0.5,-21.400000000000006,0.5,-21.799999999999997,0.75,-22.39999999999999,0.75,-14.0,0.5,-4.200000000000003,2.75,-24.800000000000004,1.5,-4.799999999999997,1.5
2014-01-14,50.00000000000001,3.75,-7.200000000000003,2.0,13.0,0.5,58.60000000000001,0.75,13.799999999999983,0.75,11.599999999999994,1.25,30.600000000000023,3.75,-30.600000000000023,0.5,1.8000000000000114,1.0,-16.80000000000001,0.75,-10.399999999999977,0.75,-8.0,1.25,-51.20000000000002,0.5,-19.0,3.25,-29.799999999999997,1.5,-4.0,1.5
2014-01-15,57.0,3.75,-1.5999999999999943,2.0,65.4,0.5,-0.4000000000000057,1.25,19.599999999999994,1.25,-16.400000000000006,3.25,40.20000000000002,0.5,-20.80000000000001,0.5,-17.19999999999999,2.0,-9.800000000000011,0.5,-17.19999999999999,0.75,7.799999999999983,0.75,-52.19999999999999,0.5,-26.400000000000006,2.0,-17.0,2.75,-2.6000000000000014,1.5
2014-01-16,39.599999999999994,3.75,25.200000000000003,2.5,36.8,1.25,18.80000000000001,1.0,9.799999999999983,0.75,-6.0,2.75,32.0,0.5,-29.599999999999994,0.5,-18.599999999999994,2.0,-23.19999999999999,1.0,-35.80000000000001,1.5,-31.799999999999997,0.5,-4.200000000000003,2.5,-10.799999999999997,1.25,-3.8000000000000043,1.25,-1.6000000000000014,0.75
2014-01-17,2.3999999999999986,1.0,46.8,2.75,7.800000000000011,2.75,53.19999999999999,0.5,18.400000000000006,0.75,21.0,3.5,-19.599999999999994,1.75,29.799999999999983,1.25,-40.19999999999999,0.5,-3.8000000000000114,1.75,-45.79999999999998,1.0,-31.0,0.75,-8.0,1.25,-12.200000000000003,1.5,-10.0,0.75,-4.600000000000001,2.0
2014-01-18,23.199999999999996,3.75,2.0,2.25,7.799999999999997,0.5,-4.599999999999994,0.75,-8.200000000000003,0.75,11.799999999999997,1.0,-9.199999999999989,0.75,-5.6000000000000085,1.75,-14.599999999999994,3.0,-4.600000000000001,1.25,4.199999999999996,1.0,18.400000000000006,0.5,8.399999999999991,0.75,-10.0,0.5,-12.199999999999996,2.25,-3.799999999999997,3.0
2014-01-19,2.3999999999999986,1.5,9.200000000000003,1.75,13.200000000000003,0.5,-5.6000000000000085,2.0,-4.200000000000003,2.25,0.4000000000000057,1.25,-18.799999999999997,0.75,4.599999999999994,1.0,17.0,0.75,-20.199999999999996,2.0,5.399999999999999,0.5,2.799999999999997,2.5,7.200000000000003,0.75,-9.0,2.75,-6.799999999999997,3.0,0.19999999999999574,0.5
2014-01-20,4.800000000000004,2.75,37.99999999999999,1.0,3.0,2.0,32.400000000000006,0.75,19.19999999999999,0.75,9.200000000000017,0.5,13.0,1.0,21.400000000000006,4.75,-10.200000000000017,1.25,-18.799999999999983,1.0,-21.400000000000006,1.0,-38.0,0.75,-22.60000000000001,0.5,-9.799999999999997,3.75,-14.200000000000003,0.75,-1.3999999999999986,1.25
2014-01-21,2.799999999999997,1.25,48.0,2.5,23.19999999999999,2.5,-1.799999999999983,0.75,27.0,0.5,37.400000000000006,1.25,36.0,1.0,-43.60000000000002,0.5,40.80000000000001,2.25,-34.80000000000001,0.75,-22.19999999999999,1.75,-14.0,0.75,-53.599999999999994,1.75,-25.60000000000001,0.5,-7.599999999999994,3.75,-0.4000000000000057,2.0
2014-01-22,48.0,3.75,34.19999999999999,3.0,30.600000000000023,1.0,3.5999999999999943,0.75,9.0,0.75,20.799999999999983,1.0,-23.599999999999994,0.75,-17.0,4.25,-15.400000000000006,1.0,-42.79999999999998,1.25,-20.60000000000001,0.5,-11.399999999999991,0.5,4.0,1.0,-6.0,1.0,-9.800000000000011,1.25,-5.199999999999996,2.0
2014-01-23,5.599999999999994,3.25,43.60000000000001,0.5,2.200000000000003,3.0,22.799999999999983,0.5,39.20000000000002,0.5,3.1999999999999886,0.75,-9.400000000000006,1.0,-20.0,2.25,24.200000000000017,1.75,-21.80000000000001,0.5,5.599999999999994,1.5,-32.0,1.0,-24.19999999999999,1.0,-20.400000000000006,3.75,-18.39999999999999,0.75,-3.0,1.75
2014-01-24,50.400000000000006,3.75,44.39999999999999,2.75,-28.799999999999983,0.75,16.399999999999977,0.75,10.0,1.0,-4.599999999999994,2.5,-10.0,3.25,-11.0,0.75,-16.39999999999999,0.75,-22.60000000000001,1.25,-23.799999999999997,0.5,8.400000000000006,0.5,-6.400000000000006,0.75,-9.599999999999994,2.0,-6.200000000000003,2.0,-3.0,0.5
2014-01-25,6.200000000000003,1.75,-6.200000000000003,0.75,6.399999999999999,0.75,19.60000000000001,0.5,18.599999999999994,2.75,-17.400000000000006,0.5,-0.5999999999999943,1.0,7.0,1.25,-10.799999999999997,0.5,16.0,1.75,-7.6000000000000085,0.5,-13.599999999999994,4.75,12.0,0.5,-11.799999999999997,2.0,-8.0,2.5,-1.0,2.0
2014-01-26,2.6000000000000085,2.0,13.0,1.5,10.799999999999997,0.75,0.3999999999999915,2.25,-9.199999999999989,1.0,-4.800000000000011,0.75,-14.399999999999991,1.75,-0.6000000000000014,1.5,7.800000000000004,0.5,14.0,4.5,-2.8000000000000114,0.5,-6.799999999999997,3.0,-4.0,0.5,2.0,2.25,-3.5999999999999943,0.5,-0.6000000000000085,0.5
2014-01-27,0.20000000000000284,1.0,32.39999999999999,2.75,14.0,8.0,-14.0,1.25,13.600000000000009,0.5,-10.200000000000003,0.5,8.399999999999991,0.5,3.200000000000003,0.5,-15.399999999999991,0.5,12.199999999999989,0.5,-15.399999999999991,0.75,-26.0,1.0,-0.4000000000000057,0.75,-6.799999999999997,1.75,0.7999999999999972,3.0,-2.0,0.5
2014-01-28,4.0,1.5,-5.200000000000003,0.75,11.200000000000003,1.0,27.39999999999999,0.5,12.600000000000009,5.0,7.799999999999997,1.0,2.200000000000003,0.75,-10.200000000000003,2.25,10.599999999999994,1.75,20.0,1.25,-13.599999999999994,0.5,-28.200000000000003,1.25,-24.200000000000003,0.5,5.6000000000000085,1.75,-11.600000000000009,3.75,-2.0,0.25
2014-01-29,9.799999999999997,1.5,37.0,2.25,17.60000000000001,2.5,20.400000000000006,1.0,31.599999999999994,1.0,11.0,1.5,-15.800000000000011,2.0,-13.199999999999989,3.25,-9.599999999999994,0.75,-7.0,1.0,-35.60000000000001,0.75,-23.400000000000006,0.5,-9.200000000000003,1.5,-13.799999999999997,2.25,-3.799999999999997,1.75,0.7999999999999972,0.25
2014-01-30,48.6,3.75,33.0,2.5,15.599999999999994,1.25,25.0,1.5,8.599999999999994,0.75,-13.199999999999989,2.25,13.400000000000006,0.5,5.799999999999983,1.75,-10.399999999999977,0.75,-6.200000000000017,0.5,-26.799999999999983,0.5,-45.20000000000002,1.5,-19.0,3.0,-11.599999999999994,1.0,-19.4,1.25,-5.200000000000003,1.0
2014-01-31,44.400000000000006,3.75,3.1999999999999886,1.75,39.400000000000006,0.75,25.80000000000001,1.25,18.19999999999999,1.0,26.19999999999999,1.0,-8.799999999999983,0.5,-8.0,2.0,23.0,0.5,-48.20000000000002,3.0,-8.399999999999977,0.75,-38.20000000000002,1.25,-24.799999999999997,3.0,-19.799999999999997,1.25,-16.0,1.5,-2.200000000000003,0.5
2014-02-01,3.0,2.0,19.60000000000001,1.75,4.599999999999994,2.5,-10.200000000000003,1.25,6.200000000000003,1.75,-10.599999999999994,0.75,5.0,2.25,-21.400000000000006,1.0,10.200000000000003,4.0,15.399999999999991,2.25,-5.799999999999997,1.0,-6.200000000000003,0.5,-6.0,0.75,3.4000000000000057,0.5,-5.799999999999997,1.0,-3.6000000000000014,0.5
2014-02-02,4.6000000000000085,3.25,13.399999999999991,0.5,-7.599999999999994,4.0,4.0,0.5,8.799999999999997,0.5,-29.0,1.25,54.8,1.25,-61.8,1.0,3.0,0.75,1.2000000000000028,1.25,13.799999999999997,0.75,-6.400000000000006,1.25,7.200000000000003,1.0,-6.200000000000003,1.25,-4.599999999999994,4.75,1.2000000000000028,0.5
2014-02-03,40.6,3.75,37.2,2.5,35.79999999999998,1.25,10.800000000000011,1.75,-9.0,4.0,16.0,0.75,63.599999999999994,0.75,-21.0,1.25,-79.6,0.5,-36.400000000000006,1.0,-21.799999999999997,1.0,-4.799999999999997,1.25,-16.200000000000003,1.25,-8.0,0.5,-9.399999999999999,1.0,2.6000000000000014,1.25
2014-02-04,7.799999999999997,1.5,39.8,2.25,0.6000000000000085,2.25,49.599999999999994,0.75,29.19999999999999,0.75,34.0,0.75,-19.599999999999994,3.5,-10.0,2.0,-32.400000000000006,2.5,-40.39999999999999,1.25,-16.0,0.5,-2.799999999999997,1.25,-10.0,1.25,-17.200000000000003,1.75,-6.399999999999999,0.75,-3.6000000000000014,0.75
2014-02-05,10.400000000000006,3.25,38.8,0.5,-0.6000000000000085,2.5,62.400000000000006,0.75,13.400000000000006,0.75,12.599999999999994,0.5,7.800000000000011,1.25,10.0,3.75,-14.200000000000017,1.75,-17.400000000000006,0.5,-11.199999999999989,1.0,-40.0,1.0,-33.8,1.25,-9.0,1.25,-15.0,1.75,-4.400000000000006,2.0
2014-02-06,47.0,3.75,33.2,2.5,38.19999999999999,1.25,17.200000000000017,1.0,13.0,2.5,-22.0,0.5,16.599999999999994,0.5,-8.0,3.0,-23.80000000000001,0.5,-15.799999999999983,0.75,-36.80000000000001,1.25,-9.799999999999997,2.75,-11.799999999999997,0.5,-21.200000000000003,1.5,-22.200000000000003,1.25,0.3999999999999986,0.25
2014-02-07,45.199999999999996,3.75,7.6000000000000085,2.75,84.39999999999999,1.0,-7.0,1.0,10.0,1.0,37.400000000000006,1.75,-34.400000000000006,0.75,-9.400000000000006,0.75,-26.0,2.25,-25.799999999999983,1.0,-28.200000000000003,1.5,-15.0,3.25,-13.200000000000003,0.75,-16.599999999999994,0.5,-9.800000000000004,1.0,-5.800000000000004,0.75
2014-02-08,18.999999999999993,2.75,7.400000000000006,1.0,8.200000000000003,0.75,4.0,1.5,6.599999999999994,1.0,10.600000000000009,2.25,-28.400000000000006,0.5,28.200000000000003,2.0,-29.0,1.25,-5.799999999999997,1.5,-6.800000000000011,1.0,-14.599999999999994,0.75,19.200000000000003,1.25,9.399999999999991,1.75,-16.39999999999999,1.5,-7.0,3.0
2014-02-09,8.400000000000006,2.0,15.200000000000003,0.75,3.1999999999999886,2.75,-9.199999999999989,2.25,-12.800000000000004,2.25,1.6000000000000014,1.0,-13.800000000000004,2.25,4.600000000000001,0.5,14.0,1.0,-12.399999999999999,0.5,7.0,1.0,5.399999999999999,0.5,5.200000000000003,0.75,-5.200000000000003,2.25,-5.799999999999997,2.0,-0.8000000000000043,2.0
2014-02-10,2.0,1.5,37.0,2.25,24.799999999999997,2.75,19.400000000000006,0.75,43.79999999999998,0.5,14.0,1.75,-10.599999999999994,2.75,22.200000000000017,1.25,-11.800000000000011,1.25,-29.0,0.75,-23.80000000000001,1.25,-34.599999999999994,0.75,-14.0,1.25,-16.19999999999999,2.0,-14.600000000000009,1.75,-1.0,1.25
2014-02-11,2.799999999999997,2.0,42.8,1.75,5.200000000000003,2.75,20.599999999999994,0.75,52.599999999999994,0.5,9.800000000000011,0.5,-8.400000000000006,1.25,-27.0,2.0,-1.4000000000000057,4.5,-27.0,0.5,12.200000000000017,0.5,-35.400000000000006,0.5,-6.0,1.25,-19.400000000000006,2.0,-13.599999999999994,1.0,-10.399999999999999,2.0
